Creation Time: 2022_1_8-19-16-8
19-16-8 | [INFO] SafeZoneCore - Started !
21-11-8 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: GCGN_Mag_FAL_50Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 800 - Position: -1 - TradeMode:Sell
21-11-8 | [INFO] Transaction Sell Succeeded:Trillspectre product:GCGN_Mag_FAL_50Rnd quantity:0 health:0 price:800
21-11-12 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: SNAFU_AK308_Mag - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 800 - Position: -1 - TradeMode:Sell
21-11-12 | [INFO] Transaction Sell Succeeded:Trillspectre product:SNAFU_AK308_Mag quantity:0 health:0 price:800
21-11-16 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: SG550_Mag - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 1440 - Position: 274 - TradeMode:Sell
21-11-16 | [INFO] Transaction Sell Succeeded:Trillspectre product:SG550_Mag quantity:0 health:0 price:1440
21-11-22 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: SNAFUVECTOR_45acp_Mag - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 360 - Position: -1 - TradeMode:Sell
21-11-22 | [INFO] Transaction Sell Succeeded:Trillspectre product:SNAFUVECTOR_45acp_Mag quantity:0 health:0 price:360
21-11-25 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Mag_MP5_15Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 360 - Position: 6 - TradeMode:Sell
21-11-25 | [INFO] Transaction Sell Succeeded:Trillspectre product:Mag_MP5_15Rnd quantity:0 health:0 price:360
21-11-27 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
21-11-45 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: MassB52 - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 1200 - Position: 344 - TradeMode:Sell
21-11-45 | [INFO] Transaction Sell Succeeded:Trillspectre product:MassB52 quantity:0 health:0 price:1200
21-11-50 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
21-11-57 | [INFO] TraderID: 3 - Customer: tacoslut - ClassName: MassRuckBagGreen - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 1300 - Position: 62 - TradeMode:Buy
21-11-57 | [INFO] Transaction Buy Succeeded:tacoslut product:MassRuckBagGreen quantity:0 health:0 price:1300
21-12-3 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
21-12-27 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
21-12-54 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
21-12-56 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
21-13-10 | [INFO] TraderID: 3 - Customer: tacoslut - ClassName: AliceBag_Camo - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 752 - Position: -1 - TradeMode:Sell
21-13-10 | [INFO] Transaction Sell Succeeded:tacoslut product:AliceBag_Camo quantity:0 health:0 price:752
21-13-18 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: SNAFU_Ammo_145Cal - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 60 - Position: -1 - TradeMode:Sell
21-13-18 | [INFO] Transaction Sell Succeeded:Trillspectre product:SNAFU_Ammo_145Cal quantity:400 health:0 price:60
21-13-23 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: SNAFU_MD_Ammo_556x45mm_M855A1 - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 120 - Position: -1 - TradeMode:Sell
21-13-23 | [INFO] Transaction Sell Succeeded:Trillspectre product:SNAFU_MD_Ammo_556x45mm_M855A1 quantity:1600 health:0 price:120
21-13-36 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Ammo_545x39 - Quantity: 13 - Multiplier: 13 - MaxStock: 1000 - Health: 0 - Price: 39 - Position: 191 - TradeMode:Sell
21-13-36 | [INFO] Transaction Sell Succeeded:Trillspectre product:Ammo_545x39 quantity:169 health:0 price:39
21-13-37 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
21-13-44 | [INFO] TraderID: 1 - Customer: Quinn - ClassName: HuntingKnife - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 80 - Position: 197 - TradeMode:Sell
21-13-44 | [INFO] Transaction Sell Succeeded:Quinn product:HuntingKnife quantity:0 health:0 price:80
21-13-46 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: GCGN_Ammo_408Chey - Quantity: 1 - Multiplier: 1 - MaxStock: 1000 - Health: 0 - Price: 6 - Position: 162 - TradeMode:Sell
21-13-46 | [INFO] Transaction Sell Succeeded:Trillspectre product:GCGN_Ammo_408Chey quantity:1 health:0 price:6
21-13-50 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: GCGN_Ammo_408Chey - Quantity: 9 - Multiplier: 9 - MaxStock: 1000 - Health: 0 - Price: 54 - Position: 162 - TradeMode:Sell
21-13-50 | [INFO] Transaction Sell Succeeded:Trillspectre product:GCGN_Ammo_408Chey quantity:81 health:0 price:54
21-13-50 | [INFO] TraderID: 3 - Customer: tacoslut - ClassName: JungleBoots_Black - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 200 - Position: 21 - TradeMode:Buy
21-13-50 | [INFO] Transaction Buy Succeeded:tacoslut product:JungleBoots_Black quantity:0 health:0 price:200
21-13-58 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_218016849.json
21-14-5 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
21-14-5 | [INFO] TraderID: 4 - Customer: Quinn - ClassName: BloodTestKit - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 32 - Position: 1 - TradeMode:Sell
21-14-5 | [INFO] Transaction Sell Succeeded:Quinn product:BloodTestKit quantity:0 health:0 price:32
21-14-8 | [INFO] TraderID: 4 - Customer: Quinn - ClassName: BloodBagEmpty - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 40 - Position: 4 - TradeMode:Sell
21-14-8 | [INFO] Transaction Sell Succeeded:Quinn product:BloodBagEmpty quantity:0 health:0 price:40
21-14-17 | [INFO] TraderID: 4 - Customer: Quinn - ClassName: Thermometer - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 8 - Position: 3 - TradeMode:Sell
21-14-17 | [INFO] Transaction Sell Succeeded:Quinn product:Thermometer quantity:0 health:0 price:8
21-14-18 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
21-14-22 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_218016849.json
21-14-27 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_218016849.json
21-14-28 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Ammo_9x19 - Quantity: 9 - Multiplier: 9 - MaxStock: 1000 - Health: 0 - Price: 9 - Position: 280 - TradeMode:Sell
21-14-28 | [INFO] Transaction Sell Succeeded:Trillspectre product:Ammo_9x19 quantity:81 health:0 price:9
21-14-34 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Ammo_762x39 - Quantity: 2 - Multiplier: 2 - MaxStock: 1000 - Health: 0 - Price: 6 - Position: 117 - TradeMode:Sell
21-14-34 | [INFO] Transaction Sell Succeeded:Trillspectre product:Ammo_762x39 quantity:4 health:0 price:6
21-14-39 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: SNAFU_Ammo_46x30 - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 120 - Position: 268 - TradeMode:Sell
21-14-39 | [INFO] Transaction Sell Succeeded:Trillspectre product:SNAFU_Ammo_46x30 quantity:1600 health:0 price:120
21-14-44 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Ammo_45ACP - Quantity: 37 - Multiplier: 37 - MaxStock: 1000 - Health: 0 - Price: 111 - Position: 160 - TradeMode:Sell
21-14-44 | [INFO] Transaction Sell Succeeded:Trillspectre product:Ammo_45ACP quantity:1369 health:0 price:111
21-14-47 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Ammo_762x39Tracer - Quantity: 8 - Multiplier: 8 - MaxStock: 1000 - Health: 0 - Price: 24 - Position: -1 - TradeMode:Sell
21-14-47 | [INFO] Transaction Sell Succeeded:Trillspectre product:Ammo_762x39Tracer quantity:64 health:0 price:24
21-14-59 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_218016849.json
21-15-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
21-15-16 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_218016849.json
21-15-33 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_218016849.json
21-16-4 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
21-16-24 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_218016849.json
21-16-28 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
21-16-48 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Magnum - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 640 - Position: 0 - TradeMode:Sell
21-16-48 | [INFO] Transaction Sell Succeeded:Trillspectre product:Magnum quantity:0 health:0 price:640
21-16-52 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
21-16-55 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Massarmsan - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 800 - Position: -1 - TradeMode:Sell
21-16-55 | [INFO] Transaction Sell Succeeded:Trillspectre product:Massarmsan quantity:0 health:0 price:800
21-17-9 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
21-17-13 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_218016849.json
21-17-48 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
21-17-48 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: SNAFU_AK308 - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 4000 - Position: 154 - TradeMode:Buy
21-17-48 | [INFO] Transaction Buy Succeeded:tacoslut product:SNAFU_AK308 quantity:0 health:0 price:4000
21-18-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
21-18-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_218016849.json
21-18-13 | [INFO] TraderID: 0 - Customer: Quinn - ClassName: Zagorky - Quantity: 100 - Multiplier: 1 - MaxStock: -1 - Health: 0 - Price: 10 - Position: -1 - TradeMode:Buy
21-18-13 | [INFO] Transaction Buy Succeeded:Quinn product:Zagorky quantity:100 health:0 price:10
21-18-22 | [INFO] TraderID: 0 - Customer: Quinn - ClassName: ZagorkyPeanuts - Quantity: 100 - Multiplier: 1 - MaxStock: -1 - Health: 0 - Price: 10 - Position: -1 - TradeMode:Buy
21-18-22 | [INFO] Transaction Buy Succeeded:Quinn product:ZagorkyPeanuts quantity:100 health:0 price:10
21-18-29 | [INFO] TraderID: 0 - Customer: Quinn - ClassName: SodaCan_Pipsi - Quantity: 300 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 20 - Position: 7 - TradeMode:Buy
21-18-29 | [INFO] Transaction Buy Succeeded:Quinn product:SodaCan_Pipsi quantity:300 health:0 price:20
21-18-46 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: SNAFU_AK308_Mag - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 1000 - Position: 355 - TradeMode:Buy
21-18-46 | [INFO] Transaction Buy Succeeded:tacoslut product:SNAFU_AK308_Mag quantity:0 health:0 price:1000
21-18-56 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
21-19-16 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
21-19-25 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: SNAFU_AK308 - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 3200 - Position: 230 - TradeMode:Sell
21-19-25 | [INFO] Transaction Sell Succeeded:tacoslut product:SNAFU_AK308 quantity:0 health:0 price:3200
21-19-35 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: SNAFU_AK308_Mag - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 800 - Position: -1 - TradeMode:Sell
21-19-35 | [INFO] Transaction Sell Succeeded:tacoslut product:SNAFU_AK308_Mag quantity:0 health:0 price:800
21-19-55 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: AKM - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 1500 - Position: 81 - TradeMode:Buy
21-19-55 | [INFO] Transaction Buy Succeeded:tacoslut product:AKM quantity:0 health:0 price:1500
21-20-3 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
21-20-16 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: AK74_WoodBttstck - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 300 - Position: 82 - TradeMode:Buy
21-20-16 | [INFO] Transaction Buy Succeeded:tacoslut product:AK74_WoodBttstck quantity:0 health:0 price:300
21-21-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
21-21-14 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: AK74_Hndgrd - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 300 - Position: 83 - TradeMode:Buy
21-21-14 | [INFO] Transaction Buy Succeeded:tacoslut product:AK74_Hndgrd quantity:0 health:0 price:300
21-21-37 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
21-21-39 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
21-21-48 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: lebedev_PL15_mung - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 320 - Position: -1 - TradeMode:Sell
21-21-48 | [INFO] Transaction Sell Succeeded:Trillspectre product:lebedev_PL15_mung quantity:0 health:0 price:320
21-21-55 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Glock19 - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 400 - Position: 54 - TradeMode:Buy
21-21-55 | [INFO] Transaction Buy Succeeded:Trillspectre product:Glock19 quantity:0 health:0 price:400
21-22-16 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Mag_Glock_15Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 60 - Position: 9 - TradeMode:Buy
21-22-16 | [INFO] Transaction Buy Succeeded:Trillspectre product:Mag_Glock_15Rnd quantity:0 health:0 price:60
21-22-17 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Mag_Glock_15Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 60 - Position: 9 - TradeMode:Buy
21-22-17 | [INFO] Transaction Buy Succeeded:Trillspectre product:Mag_Glock_15Rnd quantity:0 health:0 price:60
21-22-18 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: SNAFU_Normalized_Suppressor_Green - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 800 - Position: 313 - TradeMode:Buy
21-22-18 | [INFO] Transaction Buy Succeeded:tacoslut product:SNAFU_Normalized_Suppressor_Green quantity:0 health:0 price:800
21-22-28 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: AK_Bayonet - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 200 - Position: 76 - TradeMode:Buy
21-22-28 | [INFO] Transaction Buy Succeeded:tacoslut product:AK_Bayonet quantity:0 health:0 price:200
21-22-31 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: LandMineTrap - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 160 - Position: 292 - TradeMode:Sell
21-22-31 | [INFO] Transaction Sell Succeeded:Trillspectre product:LandMineTrap quantity:0 health:0 price:160
21-22-37 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: KobraOptic - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 200 - Position: 48 - TradeMode:Buy
21-22-37 | [INFO] Transaction Buy Succeeded:tacoslut product:KobraOptic quantity:0 health:0 price:200
21-22-38 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Ammo_9x19 - Quantity: 25 - Multiplier: 25 - MaxStock: 1000 - Health: 0 - Price: 50 - Position: 279 - TradeMode:Buy
21-22-38 | [INFO] Transaction Buy Succeeded:Trillspectre product:Ammo_9x19 quantity:625 health:0 price:50
21-22-40 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Ammo_9x19 - Quantity: 25 - Multiplier: 25 - MaxStock: 1000 - Health: 0 - Price: 50 - Position: 279 - TradeMode:Buy
21-22-40 | [INFO] Transaction Buy Succeeded:Trillspectre product:Ammo_9x19 quantity:625 health:0 price:50
21-22-45 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_218016849.json
21-22-46 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: FNP45_MRDSOptic - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 200 - Position: 58 - TradeMode:Buy
21-22-46 | [INFO] Transaction Buy Succeeded:Trillspectre product:FNP45_MRDSOptic quantity:0 health:0 price:200
21-22-55 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
21-23-12 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Mag_AKM_30Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 440 - Position: 22 - TradeMode:Buy
21-23-12 | [INFO] Transaction Buy Succeeded:tacoslut product:Mag_AKM_30Rnd quantity:0 health:0 price:440
21-23-14 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Mag_AKM_30Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 440 - Position: 22 - TradeMode:Buy
21-23-14 | [INFO] Transaction Buy Succeeded:tacoslut product:Mag_AKM_30Rnd quantity:0 health:0 price:440
21-23-16 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Mag_AKM_30Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 440 - Position: 22 - TradeMode:Buy
21-23-16 | [INFO] Transaction Buy Succeeded:tacoslut product:Mag_AKM_30Rnd quantity:0 health:0 price:440
21-23-17 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Mag_AKM_30Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 440 - Position: 22 - TradeMode:Buy
21-23-17 | [INFO] Transaction Buy Succeeded:tacoslut product:Mag_AKM_30Rnd quantity:0 health:0 price:440
21-23-18 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Mag_AKM_30Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 440 - Position: 22 - TradeMode:Buy
21-23-18 | [INFO] Transaction Buy Succeeded:tacoslut product:Mag_AKM_30Rnd quantity:0 health:0 price:440
21-23-46 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
21-24-18 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Ammo_762x54 - Quantity: 9 - Multiplier: 9 - MaxStock: 1000 - Health: 0 - Price: 36 - Position: 157 - TradeMode:Buy
21-24-18 | [INFO] Transaction Buy Succeeded:tacoslut product:Ammo_762x54 quantity:81 health:0 price:36
21-24-25 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Ammo_762x54 - Quantity: 9 - Multiplier: 9 - MaxStock: 1000 - Health: 0 - Price: 27 - Position: 233 - TradeMode:Sell
21-24-25 | [INFO] Transaction Sell Succeeded:tacoslut product:Ammo_762x54 quantity:81 health:0 price:27
21-24-35 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Ammo_762x39Tracer - Quantity: 8 - Multiplier: 8 - MaxStock: 1000 - Health: 0 - Price: 32 - Position: 356 - TradeMode:Buy
21-24-35 | [INFO] Transaction Buy Succeeded:tacoslut product:Ammo_762x39Tracer quantity:64 health:0 price:32
21-24-39 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Ammo_762x39 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 117 - TradeMode:Buy
21-24-39 | [INFO] Transaction Buy Failed:tacoslut product:Ammo_762x39 quantity:400 health:0 price:80
21-24-48 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Ammo_762x39 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 117 - TradeMode:Buy
21-24-48 | [INFO] Transaction Buy Failed:tacoslut product:Ammo_762x39 quantity:400 health:0 price:80
21-24-49 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Ammo_762x39 - Quantity: 1 - Multiplier: 1 - MaxStock: 1000 - Health: 0 - Price: 4 - Position: 117 - TradeMode:Buy
21-24-49 | [INFO] Transaction Buy Succeeded:tacoslut product:Ammo_762x39 quantity:1 health:0 price:4
21-24-54 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Ammo_762x39 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 117 - TradeMode:Buy
21-24-54 | [INFO] Transaction Buy Failed:tacoslut product:Ammo_762x39 quantity:400 health:0 price:80
21-24-58 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Ammo_762x39 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 117 - TradeMode:Buy
21-24-58 | [INFO] Transaction Buy Failed:tacoslut product:Ammo_762x39 quantity:400 health:0 price:80
21-25-7 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Ammo_762x39 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 117 - TradeMode:Buy
21-25-7 | [INFO] Transaction Buy Failed:tacoslut product:Ammo_762x39 quantity:400 health:0 price:80
21-25-11 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
21-25-14 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
21-25-16 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_218016849.json
21-25-21 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Ammo_762x39 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 117 - TradeMode:Buy
21-25-21 | [INFO] Transaction Buy Failed:tacoslut product:Ammo_762x39 quantity:400 health:0 price:80
21-25-22 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Ammo_762x39 - Quantity: 1 - Multiplier: 1 - MaxStock: 1000 - Health: 0 - Price: 4 - Position: 117 - TradeMode:Buy
21-25-22 | [INFO] Transaction Buy Succeeded:tacoslut product:Ammo_762x39 quantity:1 health:0 price:4
21-25-23 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Ammo_762x39 - Quantity: 1 - Multiplier: 1 - MaxStock: 1000 - Health: 0 - Price: 4 - Position: 117 - TradeMode:Buy
21-25-23 | [INFO] Transaction Buy Succeeded:tacoslut product:Ammo_762x39 quantity:1 health:0 price:4
21-25-24 | [INFO] TraderID: 4 - Customer: Quinn - ClassName: BandageDressing - Quantity: 4 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 20 - Position: 18 - TradeMode:Buy
21-25-24 | [INFO] Transaction Buy Succeeded:Quinn product:BandageDressing quantity:4 health:0 price:20
21-25-26 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Ammo_762x39 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 117 - TradeMode:Buy
21-25-26 | [INFO] Transaction Buy Failed:tacoslut product:Ammo_762x39 quantity:400 health:0 price:80
21-25-28 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Ammo_762x39 - Quantity: 1 - Multiplier: 1 - MaxStock: 1000 - Health: 0 - Price: 4 - Position: 117 - TradeMode:Buy
21-25-28 | [INFO] Transaction Buy Succeeded:tacoslut product:Ammo_762x39 quantity:1 health:0 price:4
21-25-30 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Ammo_762x39 - Quantity: 1 - Multiplier: 1 - MaxStock: 1000 - Health: 0 - Price: 4 - Position: 117 - TradeMode:Buy
21-25-30 | [INFO] Transaction Buy Succeeded:tacoslut product:Ammo_762x39 quantity:1 health:0 price:4
21-25-33 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Ammo_762x39 - Quantity: 1 - Multiplier: 1 - MaxStock: 1000 - Health: 0 - Price: 4 - Position: 117 - TradeMode:Buy
21-25-33 | [INFO] Transaction Buy Succeeded:tacoslut product:Ammo_762x39 quantity:1 health:0 price:4
