Creation Time: 2022_1_19-19-39-1
19-39-1 | [INFO] SafeZoneCore - Started !
20-49-8 | [INFO] Transaction Sell Succeeded:DEADGOaT product:Ammo_556x45 quantity:400 health:0 price:60
20-49-13 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_209468752.json
20-49-20 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Ammo_545x39 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 134 - TradeMode:Buy
20-49-20 | [INFO] Transaction Buy Succeeded:DEADGOaT product:Ammo_545x39 quantity:400 health:0 price:80
20-49-23 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Ammo_545x39 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 134 - TradeMode:Buy
20-49-23 | [INFO] Transaction Buy Succeeded:DEADGOaT product:Ammo_545x39 quantity:400 health:0 price:80
20-49-27 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Ammo_545x39 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 134 - TradeMode:Buy
20-49-27 | [INFO] Transaction Buy Succeeded:DEADGOaT product:Ammo_545x39 quantity:400 health:0 price:80
20-49-57 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Ammo_545x39 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 134 - TradeMode:Buy
20-49-57 | [INFO] Transaction Buy Succeeded:DEADGOaT product:Ammo_545x39 quantity:400 health:0 price:80
20-50-9 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Mag_AK74_30Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 900 - Position: 21 - TradeMode:Buy
20-50-9 | [INFO] Transaction Buy Succeeded:DEADGOaT product:Mag_AK74_30Rnd quantity:0 health:0 price:900
20-51-9 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_209468752.json
20-51-46 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_209468752.json
20-53-34 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_209468752.json
20-53-41 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Ammo_308Win - Quantity: 50 - Multiplier: 50 - MaxStock: 1000 - Health: 0 - Price: 200 - Position: -1 - TradeMode:Sell
20-53-41 | [INFO] Transaction Sell Succeeded:DEADGOaT product:Ammo_308Win quantity:2500 health:0 price:200
20-53-43 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Ammo_308Win - Quantity: 50 - Multiplier: 50 - MaxStock: 1000 - Health: 0 - Price: 200 - Position: 525 - TradeMode:Sell
20-53-43 | [INFO] Transaction Sell Succeeded:DEADGOaT product:Ammo_308Win quantity:2500 health:0 price:200
20-53-46 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Ammo_308Win - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 525 - TradeMode:Sell
20-53-46 | [INFO] Transaction Sell Succeeded:DEADGOaT product:Ammo_308Win quantity:400 health:0 price:80
20-53-56 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Mag_FNX45_15Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 100 - Position: 8 - TradeMode:Buy
20-53-56 | [INFO] Transaction Buy Succeeded:DEADGOaT product:Mag_FNX45_15Rnd quantity:0 health:0 price:100
20-53-58 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Mag_FNX45_15Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 100 - Position: 8 - TradeMode:Buy
20-53-58 | [INFO] Transaction Buy Succeeded:DEADGOaT product:Mag_FNX45_15Rnd quantity:0 health:0 price:100
20-55-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_209468752.json
20-55-16 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_209468752.json
20-55-22 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Ammo_45ACP - Quantity: 25 - Multiplier: 25 - MaxStock: 1000 - Health: 0 - Price: 100 - Position: 111 - TradeMode:Buy
20-55-22 | [INFO] Transaction Buy Succeeded:DEADGOaT product:Ammo_45ACP quantity:625 health:0 price:100
20-55-25 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Ammo_45ACP - Quantity: 25 - Multiplier: 25 - MaxStock: 1000 - Health: 0 - Price: 100 - Position: 111 - TradeMode:Buy
20-55-25 | [INFO] Transaction Buy Succeeded:DEADGOaT product:Ammo_45ACP quantity:625 health:0 price:100
